label,z0,z1,z2,z3,z4,z5,z6,z7,z_embed0,z_embed1
5.0,-0.2119593620300293,0.08686288446187973,0.09755054116249084,-0.3832710385322571,-0.28833258152008057,0.20106840133666992,-0.03457227349281311,0.3560605049133301,28.791778564453125,-5.225216865539551
3.0,-0.337943971157074,0.07108215987682343,0.11444151401519775,-0.48308858275413513,-0.4427297115325928,0.4751826524734497,-0.110816091299057,0.6238833665847778,29.934879302978516,-2.9091010093688965
3.0,0.08876299858093262,0.10175373405218124,0.2320755571126938,-0.1999056339263916,0.07990849018096924,0.7547550797462463,-0.02108559012413025,0.044235944747924805,34.89861297607422,-9.865219116210938
5.0,-1.3589681386947632,0.1514900028705597,0.5189350247383118,0.05548584461212158,2.228034734725952,-0.5196791291236877,0.7078479528427124,-0.20972216129302979,-14.293622016906738,-6.455900192260742
3.0,0.9944577217102051,0.07096906006336212,0.17034870386123657,-0.4096958637237549,-1.5603628158569336,0.9428759813308716,-0.5095662474632263,0.17453670501708984,47.76475524902344,37.03937911987305
3.0,-0.016440391540527344,0.06249476596713066,0.06901338696479797,-0.5623779296875,-1.0780383348464966,0.31182995438575745,-0.268717497587204,0.634764552116394,45.11888885498047,15.708032608032227
3.0,1.5885365009307861,0.10687384754419327,-0.36131685972213745,-0.11121273040771484,-1.0509655475616455,1.25528883934021,-0.32372191548347473,-0.4737844467163086,41.590213775634766,34.524295806884766
5.0,-1.201725721359253,0.1388145387172699,0.6424679756164551,-0.018506646156311035,1.8189845085144043,-0.346030056476593,0.5496670007705688,-0.09428083896636963,-12.856680870056152,-8.582979202270508
3.0,1.1954798698425293,0.09726539254188538,-1.1066352128982544,-0.20286238193511963,-0.7549533843994141,1.5598424673080444,-0.14770036935806274,-0.12865638732910156,36.47481155395508,41.110145568847656
5.0,-1.030098795890808,0.12652216851711273,0.2281714379787445,-0.16068017482757568,1.1736664772033691,-0.6366469264030457,0.46618667244911194,0.05157506465911865,-4.246384620666504,-6.488072395324707
3.0,-0.21202915906906128,0.08882303535938263,0.1825132668018341,-0.3661254644393921,-0.24965739250183105,0.1743766814470291,-0.034443825483322144,0.3201463222503662,28.711875915527344,-5.361569881439209
